animal_id,nombre,tipo,raza,sexo,fecha_ingreso,refugio
A000118,Francesca,Perro,Labrador,Hembra,2025-03-10,Patitas Felices
A000801,Thiago Lionel,Perro,Labrador,Macho,2026-02-25,Patitas Felices
A000991,Juliana,Perro,Mestizo,Hembra,2025-10-11,Patitas Felices
A000993,Sofia,Perro,Pastor Alemán,Hembra,2026-04-15,Patitas Felices
A000007,Francisco,Perro,Beagle,Hembra,2022-07-24,Patitas Felices
A000793,Mateo Benjamin,Perro,Labrador,Hembra,2021-05-02,Patitas Felices
A000877,Catalina,Perro,Chihuahua,Hembra,2026-05-30,Patitas Felices
A000928,Tobias,Perro,Chihuahua,Hembra,2021-10-14,Patitas Felices
A000868,Maximiliano,Perro,Labrador,Macho,2025-03-17,Patitas Felices
A000074,Thiago,Perro,Golden Retriever,Macho,2026-05-21,Patitas Felices
A000922,Joaquin,Perro,Labrador,Macho,2021-04-06,Patitas Felices
A000874,Gino,Perro,Labrador,Macho,2024-11-29,Patitas Felices
A000918,Agustina,Perro,Beagle,Macho,2020-09-26,Patitas Felices
A000916,Juan,Perro,Pastor Alemán,Macho,2024-04-16,Patitas Felices
A000042,León,Perro,Mestizo,Macho,2022-12-22,Patitas Felices
A000929,Martin,Perro,Pastor Alemán,Hembra,2022-11-11,Patitas Felices
A000878,Isabella,Perro,Chihuahua,Macho,2019-06-16,Patitas Felices
A000879,Manuel,Perro,Golden Retriever,Macho,2022-03-19,Patitas Felices
A000045,Santiago,Perro,Mestizo,Hembra,2024-07-06,Patitas Felices
A000046,Agustin,Perro,Pastor Alemán,Macho,2025-11-24,Patitas Felices
A000050,Juan Bautista,Perro,Poodle,Macho,2024-09-21,Patitas Felices
A000884,Camilo,Perro,Beagle,Macho,2026-05-08,Patitas Felices
A000902,Lorenzo,Perro,Beagle,Hembra,2021-12-30,Patitas Felices
A000894,Felipe,Perro,Golden Retriever,Hembra,2026-05-25,Patitas Felices
A000948,Mia Valentina,Perro,Mestizo,Hembra,2023-09-04,Patitas Felices
A000103,Victoria,Perro,Pastor Alemán,Hembra,2024-04-24,Patitas Felices
A000969,Helena,Perro,Bulldog,Hembra,2025-12-27,Patitas Felices
A000021,Mia,Perro,Mestizo,Macho,2025-09-01,Patitas Felices
A000961,Dante,Perro,Bulldog,Macho,2026-06-01,Patitas Felices
A000960,Justina,Perro,Bulldog,Hembra,2026-05-19,Patitas Felices
A000026,Pilar,Perro,Chihuahua,Macho,2019-05-04,Patitas Felices
A000837,Isabella,Perro,Mestizo,Hembra,2026-02-21,Patitas Felices
A000006,Juan Manuel,Perro,Golden Retriever,Macho,2019-06-05,Patitas Felices
A000019,Abigail,Perro,Bulldog,Macho,2024-06-06,Patitas Felices
A000093,Ciro,Perro,Beagle,Macho,2026-05-31,Patitas Felices
A000945,Delfina,Perro,Golden Retriever,Hembra,2022-02-08,Patitas Felices
A000088,Benicio,Perro,Pastor Alemán,Hembra,2023-10-22,Patitas Felices
A000936,Ramiro,Perro,Labrador,Hembra,2025-10-10,Patitas Felices
A000087,Faustino,Perro,Pastor Alemán,Macho,2026-05-25,Patitas Felices
A000085,Bruno,Perro,Labrador,Macho,2023-01-25,Patitas Felices
A000858,Emma,Perro,Labrador,Macho,2023-09-08,Patitas Felices
A000036,Martina,Perro,Beagle,Hembra,2026-03-19,Patitas Felices
A000528,Valentino,Perro,Pastor Alemán,Hembra,2023-12-23,Patitas Felices
A000293,Elena,Perro,Bulldog,Macho,2023-12-06,Patitas Felices
A000505,Francisca,Perro,Beagle,Hembra,2021-09-05,Patitas Felices
A000287,Sofía,Perro,Beagle,Hembra,2026-03-30,Patitas Felices
A000282,Mateo,Perro,Pastor Alemán,Macho,2023-11-11,Patitas Felices
A000280,Juan Cruz,Perro,Pastor Alemán,Hembra,2025-06-26,Patitas Felices
A000513,Martina,Perro,Chihuahua,Macho,2023-11-01,Patitas Felices
A000515,Juana,Perro,Labrador,Hembra,2025-05-30,Patitas Felices
A000517,Thiago Agustin,Perro,Pastor Alemán,Macho,2026-03-29,Patitas Felices
A000279,Emma,Perro,Pastor Alemán,Hembra,2022-05-27,Patitas Felices
A000275,Bianca,Perro,Pastor Alemán,Hembra,2025-06-27,Patitas Felices
A000271,Delfina,Perro,Chihuahua,Macho,2023-07-05,Patitas Felices
A000525,Bianca,Perro,Poodle,Macho,2026-05-29,Patitas Felices
A000526,Felicitas,Perro,Chihuahua,Macho,2024-10-03,Patitas Felices
A000004,Lola,Perro,Golden Retriever,Macho,2018-05-08,Patitas Felices
A000537,Martina,Perro,Beagle,Macho,2019-12-01,Patitas Felices
A000541,Joaquin,Perro,Pastor Alemán,Macho,2022-10-27,Patitas Felices
A000548,Milo,Perro,Bulldog,Hembra,2025-12-31,Patitas Felices
A000259,Máximo,Perro,Pastor Alemán,Macho,2025-01-06,Patitas Felices
A000556,Benjamin,Perro,Beagle,Macho,2017-08-02,Patitas Felices
A000559,Alma,Perro,Chihuahua,Macho,2026-04-19,Patitas Felices
A000561,Olivia,Perro,Mestizo,Hembra,2020-01-22,Patitas Felices
A000246,Lucio,Perro,Chihuahua,Hembra,2026-01-18,Patitas Felices
A000572,Maite,Perro,Poodle,Macho,2024-11-20,Patitas Felices
A000579,Mora,Perro,Mestizo,Hembra,2019-12-04,Patitas Felices
A000581,Francisco,Perro,Golden Retriever,Macho,2025-01-30,Patitas Felices
A000583,Joaquin,Perro,Labrador,Hembra,2023-08-29,Patitas Felices
A000447,Valentino,Perro,Poodle,Macho,2020-06-14,Patitas Felices
A000362,Benicio,Perro,Golden Retriever,Macho,2021-09-26,Patitas Felices
A000361,Manuel,Perro,Labrador,Hembra,2025-03-13,Patitas Felices
A000358,Felipe,Perro,Golden Retriever,Hembra,2026-05-11,Patitas Felices
A000357,Maximo,Perro,Beagle,Hembra,2024-07-10,Patitas Felices
A000395,Isabella,Perro,Poodle,Macho,2025-12-06,Patitas Felices
A000400,Felipe,Perro,Labrador,Hembra,2023-06-14,Patitas Felices
A000339,Thiago,Perro,Labrador,Macho,2024-05-17,Patitas Felices
A000418,Isabella,Perro,Golden Retriever,Macho,2025-04-10,Patitas Felices
A000438,Lautaro Benjamin,Perro,Bulldog,Macho,2024-05-24,Patitas Felices
A000441,Lorenzo,Perro,Labrador,Hembra,2021-12-23,Patitas Felices
A000443,Benjamin,Perro,Golden Retriever,Macho,2022-01-08,Patitas Felices
A000325,Isabella,Perro,Mestizo,Macho,2019-12-15,Patitas Felices
A000446,Nahiara,Perro,Pastor Alemán,Macho,2026-01-20,Patitas Felices
A000236,Milena,Perro,Chihuahua,Hembra,2024-08-16,Patitas Felices
A000459,Martina,Perro,Pastor Alemán,Hembra,2026-03-01,Patitas Felices
A000316,Lisandro,Perro,Poodle,Macho,2022-09-09,Patitas Felices
A000314,Benjamin,Perro,Poodle,Hembra,2021-09-19,Patitas Felices
A000471,Helena,Perro,Labrador,Macho,2025-04-27,Patitas Felices
A000299,Lautaro Nicolas,Perro,Pastor Alemán,Macho,2018-06-24,Patitas Felices
A000477,Olivia,Perro,Golden Retriever,Macho,2025-08-31,Patitas Felices
A000478,Felipe,Perro,Beagle,Hembra,2024-09-03,Patitas Felices
A000480,Miguel Angel,Perro,Poodle,Macho,2023-04-07,Patitas Felices
A000481,Matilda,Perro,Chihuahua,Hembra,2026-02-23,Patitas Felices
A000297,Thiago Valentin,Perro,Beagle,Macho,2017-08-12,Patitas Felices
A000494,Juan Bautista,Perro,Chihuahua,Macho,2023-06-28,Patitas Felices
A000496,Sofía,Perro,Poodle,Macho,2025-11-11,Patitas Felices
A000157,Bautista,Perro,Bulldog,Macho,2026-05-24,Patitas Felices
A000192,Malena,Perro,Pastor Alemán,Hembra,2021-02-15,Patitas Felices
A000693,Jeronimo,Perro,Beagle,Macho,2025-09-20,Patitas Felices
A000694,Dante,Perro,Chihuahua,Hembra,2024-09-30,Patitas Felices
A000698,Lorenzo,Perro,Bulldog,Hembra,2022-01-27,Patitas Felices
A000700,Jazmín,Perro,Golden Retriever,Hembra,2024-01-15,Patitas Felices
A000716,Emma,Perro,Beagle,Hembra,2026-01-19,Patitas Felices
A000722,Thiago Benjamin,Perro,Poodle,Hembra,2025-12-07,Patitas Felices
A000725,Sara,Perro,Beagle,Macho,2024-11-27,Patitas Felices
A000729,Gael,Perro,Labrador,Hembra,2021-02-28,Patitas Felices
A000732,Angel Gabriel,Perro,Labrador,Macho,2024-01-18,Patitas Felices
A000168,Renata,Perro,Bulldog,Macho,2025-10-15,Patitas Felices
A000165,Tomas Benjamin,Perro,Beagle,Macho,2020-04-27,Patitas Felices
A000161,Thiago Gabriel,Perro,Beagle,Macho,2023-02-18,Patitas Felices
A000685,Juan Cruz,Perro,Labrador,Hembra,2023-06-01,Patitas Felices
A000748,Ramiro,Perro,Mestizo,Macho,2021-03-05,Patitas Felices
A000156,Sebastian,Perro,Poodle,Macho,2023-04-24,Patitas Felices
A000154,Miguel Angel,Perro,Chihuahua,Hembra,2026-04-24,Patitas Felices
A000753,Lucas,Perro,Pastor Alemán,Hembra,2020-11-25,Patitas Felices
A000762,Santiago,Perro,Poodle,Hembra,2026-02-10,Patitas Felices
A000763,Valentina,Perro,Chihuahua,Macho,2021-04-19,Patitas Felices
A000765,Ignacio,Perro,Golden Retriever,Macho,2021-09-03,Patitas Felices
A000148,Emilia,Perro,Beagle,Macho,2020-09-08,Patitas Felices
A000770,Santiago,Perro,Poodle,Macho,2022-03-30,Patitas Felices
A000777,Simon,Perro,Labrador,Hembra,2021-08-21,Patitas Felices
A000130,Juan Ignacio,Perro,Bulldog,Hembra,2023-11-21,Patitas Felices
A000129,Catalina,Perro,Poodle,Hembra,2026-05-03,Patitas Felices
A000634,Valentino,Perro,Poodle,Macho,2026-05-26,Patitas Felices
A000586,Thiago Agustin,Perro,Mestizo,Hembra,2026-04-01,Patitas Felices
A000234,Franco,Perro,Beagle,Hembra,2025-03-28,Patitas Felices
A000596,Francesco,Perro,Bulldog,Macho,2020-12-17,Patitas Felices
A000232,Agustín,Perro,Pastor Alemán,Hembra,2026-04-16,Patitas Felices
A000599,Lautaro Nahuel,Perro,Golden Retriever,Hembra,2025-07-23,Patitas Felices
A000600,Giovanni,Perro,Golden Retriever,Macho,2025-01-09,Patitas Felices
A000226,Ian Benjamin,Perro,Mestizo,Hembra,2019-12-15,Patitas Felices
A000609,Thiago Lionel,Perro,Bulldog,Macho,2023-11-18,Patitas Felices
A000611,Bautista,Perro,Bulldog,Macho,2026-05-27,Patitas Felices
A000221,Ciro,Perro,Mestizo,Hembra,2019-07-31,Patitas Felices
A000219,Rosario,Perro,Poodle,Hembra,2025-11-15,Patitas Felices
A000627,Luna,Perro,Mestizo,Macho,2017-06-09,Patitas Felices
A000209,Santino Gabriel,Perro,Beagle,Hembra,2018-12-31,Patitas Felices
A000790,Malena,Perro,Golden Retriever,Hembra,2025-08-16,Patitas Felices
A000206,Maximo,Perro,Chihuahua,Hembra,2024-08-14,Patitas Felices
A000638,Dylan Ezequiel,Perro,Mestizo,Macho,2021-08-08,Patitas Felices
A000205,Benjamin,Perro,Pastor Alemán,Hembra,2025-01-01,Patitas Felices
A000648,Ciro,Perro,Bulldog,Macho,2026-02-08,Patitas Felices
A000650,Lautaro Nicolas,Perro,Chihuahua,Macho,2025-10-18,Patitas Felices
A000651,Dante,Perro,Bulldog,Macho,2024-06-10,Patitas Felices
A000652,Benjamin,Perro,Pastor Alemán,Hembra,2020-06-20,Patitas Felices
A000655,Guadalupe,Perro,Golden Retriever,Macho,2025-10-24,Patitas Felices
A000195,Isabella,Perro,Labrador,Hembra,2023-03-26,Patitas Felices
A000194,Francisco,Perro,Mestizo,Macho,2024-05-04,Patitas Felices
A000678,Ana Paula,Perro,Chihuahua,Hembra,2019-09-04,Patitas Felices
A000682,Kiara,Perro,Beagle,Hembra,2025-12-28,Patitas Felices
