animal_id,nombre,tipo,raza,sexo,fecha_ingreso,refugio
A000020,Santino Benjamin,Perro,Pastor Alemán,Hembra,2023-10-31,Patitas Felices
A000982,Martina,Perro,Beagle,Macho,2026-04-26,Patitas Felices
A000302,Emilia,Perro,Labrador,Hembra,2022-10-28,Patitas Felices
A000883,Tomàs,Perro,Golden Retriever,Hembra,2020-11-16,Patitas Felices
A000828,Delfina,Perro,Chihuahua,Macho,2023-10-16,Patitas Felices
A000075,Abril,Perro,Bulldog,Hembra,2026-03-15,Patitas Felices
A000841,Ambar,Perro,Golden Retriever,Macho,2019-02-11,Patitas Felices
A000847,Delfina,Perro,Chihuahua,Macho,2025-08-08,Patitas Felices
A000853,Helena,Perro,Mestizo,Hembra,2025-03-06,Patitas Felices
A000854,Candelaria,Perro,Labrador,Macho,2021-04-24,Patitas Felices
A000860,Abigail,Perro,Mestizo,Macho,2021-10-29,Patitas Felices
A000864,Joaquín,Perro,Poodle,Macho,2022-03-11,Patitas Felices
A000361,Juan Ignacio,Perro,Chihuahua,Hembra,2022-11-26,Patitas Felices
A000062,Lucas,Perro,Mestizo,Macho,2022-09-05,Patitas Felices
A000881,Santino,Perro,Golden Retriever,Hembra,2022-10-17,Patitas Felices
A000079,Tomàs,Perro,Beagle,Macho,2026-04-24,Patitas Felices
A000884,Isabella,Perro,Chihuahua,Macho,2025-06-07,Patitas Felices
A000886,Ignacio,Perro,Labrador,Hembra,2023-12-25,Patitas Felices
A000332,Nahuel,Perro,Mestizo,Hembra,2025-11-06,Patitas Felices
A000888,Juan Cruz,Perro,Pastor Alemán,Macho,2021-12-02,Patitas Felices
A000889,Juan Sebastian,Perro,Pastor Alemán,Hembra,2026-06-05,Patitas Felices
A000059,Bautista,Perro,Labrador,Hembra,2022-04-04,Patitas Felices
A000894,Luciano Benjamin,Perro,Labrador,Hembra,2025-06-05,Patitas Felices
A000898,Benicio,Perro,Chihuahua,Macho,2026-01-19,Patitas Felices
A000908,Valentina,Perro,Labrador,Hembra,2025-10-22,Patitas Felices
A000052,Jazmin,Perro,Pastor Alemán,Macho,2022-05-20,Patitas Felices
A000544,Clara,Perro,Chihuahua,Macho,2026-04-11,Patitas Felices
A000510,Dylan Ezequiel,Perro,Poodle,Macho,2025-12-21,Patitas Felices
A000412,Nicolas,Perro,Pastor Alemán,Hembra,2017-08-29,Patitas Felices
A000516,Lautaro,Perro,Mestizo,Macho,2021-07-26,Patitas Felices
A000517,Valentino,Perro,Labrador,Macho,2023-07-15,Patitas Felices
A000248,Santino Benjamin,Perro,Mestizo,Macho,2024-04-16,Patitas Felices
A000246,Thiago,Perro,Bulldog,Macho,2024-12-05,Patitas Felices
A000523,Sofia,Perro,Golden Retriever,Hembra,2025-12-28,Patitas Felices
A000241,Santino,Perro,Golden Retriever,Macho,2024-02-14,Patitas Felices
A000536,Alma Valentina,Perro,Labrador,Macho,2026-04-29,Patitas Felices
A000237,Ciro,Perro,Golden Retriever,Hembra,2025-12-04,Patitas Felices
A000407,Sofia,Perro,Labrador,Macho,2023-11-06,Patitas Felices
A000543,Bruno,Perro,Poodle,Macho,2025-12-23,Patitas Felices
A000259,Antonia,Perro,Labrador,Macho,2018-12-05,Patitas Felices
A000315,Santiago Benjamin,Perro,Golden Retriever,Hembra,2021-12-05,Patitas Felices
A000227,Santiago,Perro,Mestizo,Hembra,2022-01-13,Patitas Felices
A000555,Maria Emilia,Perro,Poodle,Hembra,2020-10-05,Patitas Felices
A000560,Victoria,Perro,Pastor Alemán,Hembra,2024-08-16,Patitas Felices
A000563,Sofia,Perro,Labrador,Hembra,2024-04-27,Patitas Felices
A000565,Gael,Perro,Labrador,Macho,2021-02-12,Patitas Felices
A000577,Amparo,Perro,Mestizo,Macho,2025-07-27,Patitas Felices
A000583,Florencia,Perro,Pastor Alemán,Macho,2024-02-12,Patitas Felices
A000395,Santiago,Perro,Pastor Alemán,Hembra,2024-10-03,Patitas Felices
A000587,Franco,Perro,Bulldog,Hembra,2023-03-12,Patitas Felices
A000594,Benjamin,Perro,Pastor Alemán,Macho,2023-08-31,Patitas Felices
A000475,Sofia,Perro,Labrador,Macho,2016-06-22,Patitas Felices
A000435,Mateo Valentin,Perro,Bulldog,Macho,2026-01-28,Patitas Felices
A000299,Juan Ignacio,Perro,Labrador,Macho,2026-02-19,Patitas Felices
A000438,Micaela,Perro,Chihuahua,Hembra,2022-03-09,Patitas Felices
A000439,Mateo Valentin,Perro,Golden Retriever,Macho,2017-11-26,Patitas Felices
A000445,Lucia,Perro,Labrador,Hembra,2017-08-25,Patitas Felices
A000305,Thiago Leonel,Perro,Golden Retriever,Hembra,2025-05-19,Patitas Felices
A000292,Julieta,Perro,Beagle,Macho,2026-01-17,Patitas Felices
A000422,Juan Cruz,Perro,Bulldog,Hembra,2024-09-27,Patitas Felices
A000468,Alma Jazmin,Perro,Pastor Alemán,Hembra,2025-05-22,Patitas Felices
A000471,Priscila,Perro,Poodle,Hembra,2023-10-21,Patitas Felices
A000472,Lautaro Nahuel,Perro,Labrador,Macho,2019-12-11,Patitas Felices
A000286,Dylan,Perro,Mestizo,Macho,2023-11-27,Patitas Felices
A000602,Federico,Perro,Pastor Alemán,Macho,2026-04-03,Patitas Felices
A000284,Alejo,Perro,Golden Retriever,Macho,2017-09-11,Patitas Felices
A000483,Benjamin,Perro,Labrador,Hembra,2017-04-28,Patitas Felices
A000484,Angelina,Perro,Golden Retriever,Hembra,2024-07-14,Patitas Felices
A000275,Helena,Perro,Bulldog,Macho,2025-11-15,Patitas Felices
A000417,Simon,Perro,Golden Retriever,Hembra,2022-09-20,Patitas Felices
A000271,Julia,Perro,Poodle,Macho,2025-04-24,Patitas Felices
A000266,Lautaro,Perro,Bulldog,Hembra,2019-09-14,Patitas Felices
A000499,Jazmin,Perro,Poodle,Macho,2024-09-18,Patitas Felices
A000309,Clara,Perro,Mestizo,Macho,2026-01-10,Patitas Felices
A000504,Alma,Perro,Labrador,Hembra,2026-05-10,Patitas Felices
A000505,Isabel,Perro,Pastor Alemán,Hembra,2026-06-01,Patitas Felices
A000122,Helena,Perro,Bulldog,Hembra,2024-12-08,Patitas Felices
A000152,Mateo,Perro,Pastor Alemán,Hembra,2025-05-24,Patitas Felices
A000679,Agustín,Perro,Labrador,Hembra,2024-08-06,Patitas Felices
A000381,Alma,Perro,Chihuahua,Hembra,2022-07-05,Patitas Felices
A000379,Tiziano Valentin,Perro,Pastor Alemán,Hembra,2019-10-17,Patitas Felices
A000695,Nicolas,Perro,Chihuahua,Hembra,2024-10-04,Patitas Felices
A000700,Valentino,Perro,Bulldog,Hembra,2021-01-02,Patitas Felices
A000144,Josefina,Perro,Chihuahua,Macho,2022-04-04,Patitas Felices
A000704,Mia Valentina,Perro,Mestizo,Hembra,2024-10-18,Patitas Felices
A000142,Oriana,Perro,Poodle,Macho,2021-08-25,Patitas Felices
A000716,Bruno,Perro,Bulldog,Hembra,2025-03-16,Patitas Felices
A000139,Juan Manuel,Perro,Bulldog,Macho,2025-01-20,Patitas Felices
A000124,Isabella,Perro,Labrador,Hembra,2026-05-03,Patitas Felices
A000672,Delfina,Perro,Mestizo,Macho,2022-01-04,Patitas Felices
A000723,Violeta,Perro,Golden Retriever,Macho,2026-04-21,Patitas Felices
A000376,Mia,Perro,Labrador,Macho,2023-11-30,Patitas Felices
A000117,Mateo,Perro,Bulldog,Macho,2024-12-23,Patitas Felices
A000730,Malena,Perro,Chihuahua,Hembra,2024-04-05,Patitas Felices
A000731,Juan Ignacio,Perro,Beagle,Macho,2022-06-21,Patitas Felices
A000732,Isabella,Perro,Pastor Alemán,Macho,2024-08-12,Patitas Felices
A000375,Lola,Perro,Mestizo,Macho,2026-01-15,Patitas Felices
A000738,Agustin,Perro,Poodle,Hembra,2026-05-24,Patitas Felices
A000740,Juan Cruz,Perro,Beagle,Macho,2019-02-27,Patitas Felices
A000374,Tiziano,Perro,Chihuahua,Macho,2024-11-21,Patitas Felices
A000114,Thiago Ezequiel,Perro,Bulldog,Hembra,2025-05-12,Patitas Felices
A000176,Benicio,Perro,Labrador,Hembra,2025-04-22,Patitas Felices
A000603,Delfina,Perro,Mestizo,Macho,2023-11-23,Patitas Felices
A000608,Miguel Angel,Perro,Golden Retriever,Hembra,2021-11-16,Patitas Felices
A000611,Jazmin,Perro,Bulldog,Hembra,2025-02-14,Patitas Felices
A000614,Santino Agustin,Perro,Bulldog,Macho,2024-02-15,Patitas Felices
A000198,Juana,Perro,Beagle,Macho,2026-03-11,Patitas Felices
A000619,Lisandro,Perro,Pastor Alemán,Macho,2024-04-14,Patitas Felices
A000192,Lola,Perro,Pastor Alemán,Macho,2023-08-13,Patitas Felices
A000628,Victoria,Perro,Poodle,Macho,2024-10-20,Patitas Felices
A000189,Bianca,Perro,Beagle,Hembra,2020-04-24,Patitas Felices
A000182,Lucia,Perro,Mestizo,Macho,2026-05-30,Patitas Felices
A000637,Maximo,Perro,Pastor Alemán,Macho,2021-12-19,Patitas Felices
A000177,Rafael,Perro,Mestizo,Hembra,2022-06-26,Patitas Felices
A000762,Camila,Perro,Golden Retriever,Hembra,2024-05-31,Patitas Felices
A000642,Thiago Leonel,Perro,Chihuahua,Hembra,2026-05-18,Patitas Felices
A000647,Luciana,Perro,Bulldog,Macho,2021-11-04,Patitas Felices
A000656,Ian Ezequiel,Perro,Poodle,Hembra,2025-04-26,Patitas Felices
A000168,Amparo,Perro,Poodle,Hembra,2026-01-19,Patitas Felices
A000659,Juan Bautista,Perro,Golden Retriever,Hembra,2022-01-11,Patitas Felices
A000660,Camila,Perro,Poodle,Hembra,2022-01-22,Patitas Felices
A000321,Mateo,Perro,Beagle,Hembra,2025-06-17,Patitas Felices
A000662,Benjamin,Perro,Pastor Alemán,Macho,2025-11-29,Patitas Felices
A000159,Camila,Perro,Labrador,Hembra,2024-11-10,Patitas Felices
A000665,Santino,Perro,Labrador,Macho,2020-08-15,Patitas Felices
A000157,Mateo,Perro,Chihuahua,Macho,2025-02-06,Patitas Felices
