animal_id,nombre,tipo,refugio,raza,sexo,fecha_ingreso
A000032,Santiago,Perro,Patitas Felices,Pastor Alemán,Macho,2025-02-05
A000971,Paloma,Perro,Patitas Felices,Mestizo,Macho,2018-07-15
A000973,Juan Ignacio,Perro,Patitas Felices,Chihuahua,Hembra,2023-05-08
A000975,Mora,Perro,Patitas Felices,Beagle,Macho,2026-05-05
A000977,Juan Cruz,Perro,Patitas Felices,Chihuahua,Hembra,2023-02-19
A000893,Benjamin,Perro,Patitas Felices,Pastor Alemán,Macho,2020-02-07
A000864,Gael,Perro,Patitas Felices,Golden Retriever,Hembra,2026-03-16
A000866,Agustina,Perro,Patitas Felices,Mestizo,Macho,2018-02-03
A000873,Emma,Perro,Patitas Felices,Chihuahua,Hembra,2025-11-08
A000876,Ramiro,Perro,Patitas Felices,Poodle,Hembra,2022-06-12
A000007,Thiago Emanuel,Perro,Patitas Felices,Golden Retriever,Hembra,2021-07-15
A000089,Ignacio,Perro,Patitas Felices,Mestizo,Macho,2022-11-20
A000087,Sebastian,Perro,Patitas Felices,Beagle,Hembra,2025-09-27
A000886,Santino,Perro,Patitas Felices,Bulldog,Hembra,2026-01-24
A000890,Facundo,Perro,Patitas Felices,Mestizo,Macho,2024-05-12
A000862,Victoria,Perro,Patitas Felices,Beagle,Macho,2025-11-30
A000896,Lucía,Perro,Patitas Felices,Poodle,Macho,2025-03-25
A000898,Dylan,Perro,Patitas Felices,Golden Retriever,Hembra,2023-06-23
A000020,Emma,Perro,Patitas Felices,Poodle,Hembra,2024-03-29
A000901,Santiago,Perro,Patitas Felices,Bulldog,Hembra,2022-03-10
A000909,Augusto,Perro,Patitas Felices,Chihuahua,Macho,2024-04-03
A000910,Matias,Perro,Patitas Felices,Pastor Alemán,Macho,2021-08-21
A000916,Manuel,Perro,Patitas Felices,Bulldog,Hembra,2022-12-28
A000919,Thiago Nicolas,Perro,Patitas Felices,Pastor Alemán,Macho,2019-04-26
A000570,Agustin,Perro,Patitas Felices,Chihuahua,Macho,2021-02-11
A000345,Martín,Perro,Patitas Felices,Beagle,Macho,2025-09-11
A000518,Simon,Perro,Patitas Felices,Poodle,Macho,2026-01-13
A000528,Ignacio,Perro,Patitas Felices,Beagle,Macho,2021-05-07
A000534,Emma,Perro,Patitas Felices,Poodle,Hembra,2023-06-21
A000335,Lautaro Nahuel,Perro,Patitas Felices,Beagle,Macho,2024-08-15
A000326,Emma,Perro,Patitas Felices,Mestizo,Macho,2025-03-14
A000541,Ciro,Perro,Patitas Felices,Pastor Alemán,Macho,2026-04-25
A000543,Bautista Benjamin,Perro,Patitas Felices,Chihuahua,Hembra,2021-12-03
A000546,Tomàs,Perro,Patitas Felices,Poodle,Hembra,2024-07-21
A000554,Luz Milagros,Perro,Patitas Felices,Labrador,Hembra,2026-03-11
A000565,Valentino,Perro,Patitas Felices,Pastor Alemán,Hembra,2026-03-02
A000567,Matias,Perro,Patitas Felices,Bulldog,Macho,2017-10-09
A000509,Paulina,Perro,Patitas Felices,Beagle,Hembra,2026-05-29
A000303,Juliana,Perro,Patitas Felices,Beagle,Macho,2023-09-27
A000576,Simon,Perro,Patitas Felices,Mestizo,Hembra,2026-06-04
A000584,Agostina,Perro,Patitas Felices,Pastor Alemán,Macho,2023-08-05
A000585,Joaquina,Perro,Patitas Felices,Golden Retriever,Hembra,2025-12-19
A000286,Lautaro,Perro,Patitas Felices,Labrador,Hembra,2025-05-02
A000278,Santiago,Perro,Patitas Felices,Pastor Alemán,Macho,2021-09-17
A000269,Benjamin,Perro,Patitas Felices,Chihuahua,Macho,2026-04-25
A000604,Paulina,Perro,Patitas Felices,Beagle,Macho,2021-05-31
A000267,Ciro,Perro,Patitas Felices,Beagle,Macho,2019-01-25
A000606,Priscila,Perro,Patitas Felices,Beagle,Macho,2026-06-01
A000610,Tomas Benjamin,Perro,Patitas Felices,Beagle,Hembra,2022-05-12
A000451,Isabella,Perro,Patitas Felices,Pastor Alemán,Macho,2024-05-09
A000402,Josefina,Perro,Patitas Felices,Golden Retriever,Hembra,2020-04-17
A000401,Jazmin,Perro,Patitas Felices,Poodle,Macho,2022-05-08
A000412,Agustin,Perro,Patitas Felices,Bulldog,Macho,2023-07-30
A000414,Lola,Perro,Patitas Felices,Mestizo,Hembra,2026-01-21
A000378,Alexander,Perro,Patitas Felices,Golden Retriever,Macho,2021-01-16
A000377,Martin,Perro,Patitas Felices,Labrador,Hembra,2026-05-07
A000374,Thiago Benjamin,Perro,Patitas Felices,Chihuahua,Hembra,2019-06-22
A000436,Valentina ,Perro,Patitas Felices,Chihuahua,Macho,2024-01-04
A000439,Maria Victoria,Perro,Patitas Felices,Poodle,Hembra,2025-12-20
A000372,Lautaro Ezequiel,Perro,Patitas Felices,Pastor Alemán,Hembra,2025-06-27
A000444,Felipe,Perro,Patitas Felices,Golden Retriever,Hembra,2024-09-20
A000369,Ludmila,Perro,Patitas Felices,Mestizo,Macho,2022-10-24
A000613,Benjamin,Perro,Patitas Felices,Poodle,Hembra,2023-10-29
A000459,Benjamin,Perro,Patitas Felices,Pastor Alemán,Macho,2018-04-17
A000461,Malena,Perro,Patitas Felices,Chihuahua,Hembra,2019-12-02
A000464,Felipe,Perro,Patitas Felices,Chihuahua,Macho,2024-05-31
A000477,Lautaro Benjamin,Perro,Patitas Felices,Bulldog,Macho,2025-06-23
A000359,Simon,Perro,Patitas Felices,Bulldog,Macho,2026-03-29
A000491,Thiago Daniel,Perro,Patitas Felices,Pastor Alemán,Macho,2024-01-30
A000494,Julieta,Perro,Patitas Felices,Golden Retriever,Hembra,2026-04-30
A000357,Alma,Perro,Patitas Felices,Poodle,Hembra,2026-05-02
A000351,Lara,Perro,Patitas Felices,Chihuahua,Hembra,2019-01-04
A000502,Constantino,Perro,Patitas Felices,Chihuahua,Hembra,2022-03-17
A000347,Mora,Perro,Patitas Felices,Beagle,Hembra,2020-04-07
A000765,Alma,Perro,Patitas Felices,Labrador,Hembra,2024-08-05
A000183,Zoe Jazmin,Perro,Patitas Felices,Pastor Alemán,Hembra,2022-01-23
A000718,Valentina,Perro,Patitas Felices,Bulldog,Hembra,2025-07-27
A000182,Helena,Perro,Patitas Felices,Mestizo,Macho,2020-01-28
A000725,Victoria,Perro,Patitas Felices,Chihuahua,Hembra,2023-04-03
A000729,Josefina,Perro,Patitas Felices,Labrador,Macho,2025-12-13
A000733,Emma,Perro,Patitas Felices,Poodle,Hembra,2025-08-06
A000166,Helena,Perro,Patitas Felices,Beagle,Macho,2018-04-12
A000164,Francesca,Perro,Patitas Felices,Pastor Alemán,Macho,2024-12-14
A000163,Benjamin,Perro,Patitas Felices,Pastor Alemán,Hembra,2020-08-18
A000162,Juan Bautista,Perro,Patitas Felices,Beagle,Hembra,2023-04-25
A000758,Maria Belen,Perro,Patitas Felices,Pastor Alemán,Macho,2018-01-09
A000763,Joaquín,Perro,Patitas Felices,Poodle,Hembra,2021-03-18
A000715,Matias,Perro,Patitas Felices,Labrador,Hembra,2025-08-03
A000766,Martina,Perro,Patitas Felices,Chihuahua,Macho,2018-11-09
A000768,Zoe Valentina,Perro,Patitas Felices,Mestizo,Hembra,2025-08-25
A000156,Isabella,Perro,Patitas Felices,Chihuahua,Macho,2024-02-20
A000153,Bautista,Perro,Patitas Felices,Bulldog,Hembra,2024-10-15
A000150,Lourdes,Perro,Patitas Felices,Poodle,Hembra,2023-06-12
A000787,Alma,Perro,Patitas Felices,Mestizo,Macho,2025-05-12
A000797,Maria Victoria,Perro,Patitas Felices,Mestizo,Hembra,2023-11-07
A000802,Thiago Joaquin,Perro,Patitas Felices,Mestizo,Hembra,2020-10-30
A000132,Salvador,Perro,Patitas Felices,Chihuahua,Hembra,2026-05-22
A000808,Catalina,Perro,Patitas Felices,Pastor Alemán,Macho,2023-05-13
A000130,Paulina,Perro,Patitas Felices,Chihuahua,Hembra,2024-06-09
A000204,Lucio,Perro,Patitas Felices,Chihuahua,Hembra,2023-05-16
A000251,Joaquin,Perro,Patitas Felices,Chihuahua,Hembra,2021-04-11
A000246,Francisco,Perro,Patitas Felices,Poodle,Hembra,2015-09-25
A000240,Ramiro,Perro,Patitas Felices,Bulldog,Macho,2020-12-01
A000239,Maximo,Perro,Patitas Felices,Golden Retriever,Hembra,2023-01-28
A000234,Joaquin,Perro,Patitas Felices,Golden Retriever,Macho,2025-02-04
A000226,Valentino,Perro,Patitas Felices,Bulldog,Hembra,2025-10-15
A000225,Francesco,Perro,Patitas Felices,Golden Retriever,Macho,2025-05-11
A000221,Isabella,Perro,Patitas Felices,Chihuahua,Hembra,2022-03-12
A000643,Valentino,Perro,Patitas Felices,Labrador,Hembra,2019-08-15
A000219,Benjamin Ezequiel,Perro,Patitas Felices,Pastor Alemán,Hembra,2017-07-27
A000660,Maximo,Perro,Patitas Felices,Mestizo,Macho,2023-08-22
A000664,Facundo,Perro,Patitas Felices,Chihuahua,Hembra,2021-06-25
A000129,Josefina,Perro,Patitas Felices,Beagle,Hembra,2023-07-17
A000671,Antonella,Perro,Patitas Felices,Chihuahua,Hembra,2019-11-04
A000202,Victoria,Perro,Patitas Felices,Poodle,Macho,2022-01-10
A000190,Olivia,Perro,Patitas Felices,Golden Retriever,Macho,2025-10-20
A000683,Catalina,Perro,Patitas Felices,Labrador,Macho,2025-07-02
A000690,Felipe,Perro,Patitas Felices,Mestizo,Macho,2019-08-25
A000693,Maria Guadalupe,Perro,Patitas Felices,Bulldog,Hembra,2021-05-04
A000695,Mateo,Perro,Patitas Felices,Labrador,Macho,2023-08-05
A000698,Lorenzo,Perro,Patitas Felices,Beagle,Macho,2024-03-08
A000704,Carmela,Perro,Patitas Felices,Pastor Alemán,Hembra,2025-04-04
A000403,Constanza,Perro,Patitas Felices,Labrador,Macho,2022-11-03
A000714,Lucía,Perro,Patitas Felices,Bulldog,Hembra,2025-05-09
