animal_id,nombre,tipo,raza,fecha_ingreso,sexo,refugio
A689193,,Gato,Domestic Shorthair Mix,2014-09-30,Macho,Patitas Felices
A617061,Pumpkin,Gato,Domestic Medium Hair Mix,2014-09-04,Macho,Patitas Felices
A000395,Dylan,Gato,Maine Coon,2025-08-07,Hembra,Patitas Felices
A666677,Max,Gato,Domestic Shorthair Mix,2013-11-09,Macho,Patitas Felices
A000900,Federico,Gato,Maine Coon,2026-05-14,Macho,Patitas Felices
A000807,Emilia,Gato,Bengalí,2017-08-01,Macho,Patitas Felices
A000187,Lautaro,Gato,Persa,2025-06-19,Hembra,Patitas Felices
A000404,Valentin,Gato,Maine Coon,2022-12-18,Hembra,Patitas Felices
A000409,Tiziano,Gato,Mestizo,2025-09-22,Hembra,Patitas Felices
A000880,Julieta,Gato,Maine Coon,2025-06-11,Hembra,Patitas Felices
A000752,Bianca,Gato,Ragdoll,2026-02-22,Hembra,Patitas Felices
A000879,Federico,Gato,Persa,2018-06-06,Macho,Patitas Felices
A000810,Juana,Gato,Mestizo,2025-05-30,Macho,Patitas Felices
A000335,Candelaria,Gato,Bengalí,2024-12-25,Hembra,Patitas Felices
A000140,Lola,Gato,Ragdoll,2022-05-21,Macho,Patitas Felices
A000435,Angelina,Gato,Ragdoll,2023-08-14,Macho,Patitas Felices
A000875,Alma Valentina,Gato,Doméstico de pelo corto,2023-04-08,Hembra,Patitas Felices
A000910,Josefina,Gato,Persa,2024-08-12,Macho,Patitas Felices
A000787,Ludmila,Gato,Doméstico de pelo corto,2019-11-10,Macho,Patitas Felices
A000367,Benicio,Gato,Doméstico de pelo corto,2025-01-08,Macho,Patitas Felices
A000369,Benjamin,Gato,Ragdoll,2018-12-23,Hembra,Patitas Felices
A000371,Lola,Gato,Mestizo,2025-10-23,Hembra,Patitas Felices
A000372,Benjamin,Gato,Mestizo,2025-05-06,Macho,Patitas Felices
A000373,Nicolas,Gato,Bengalí,2023-10-24,Hembra,Patitas Felices
A000180,Dante,Gato,Siamés,2024-02-08,Hembra,Patitas Felices
A000376,Lucia,Gato,Siamés,2017-01-13,Hembra,Patitas Felices
A000784,Joaquin,Gato,Ragdoll,2025-01-06,Hembra,Patitas Felices
A669576,,Gato,Domestic Shorthair Mix,2013-12-24,Macho,Patitas Felices
A000788,Maximiliano,Gato,Persa,2025-09-25,Hembra,Patitas Felices
A000175,Franco,Gato,Siamés,2023-03-13,Hembra,Patitas Felices
A000789,Martin,Gato,Siamés,2024-04-19,Macho,Patitas Felices
A000885,Joaquin,Gato,Maine Coon,2021-02-21,Macho,Patitas Felices
A000887,Santino,Gato,Maine Coon,2026-02-17,Macho,Patitas Felices
A000889,Bianca,Gato,Siamés,2023-11-07,Hembra,Patitas Felices
A000391,Guadalupe,Gato,Bengalí,2026-05-30,Macho,Patitas Felices
A667511,,Gato,Domestic Medium Hair Mix,2013-11-19,Macho,Patitas Felices
A000483,Guadalupe,Gato,Ragdoll,2025-02-08,Macho,Patitas Felices
A000324,Mia Morena,Gato,Ragdoll,2020-07-13,Hembra,Patitas Felices
A000817,Juliana,Gato,Bengalí,2026-03-28,Hembra,Patitas Felices
A000733,Tiziana,Gato,Persa,2026-05-28,Hembra,Patitas Felices
A689965,,Gato,Domestic Shorthair Mix,2014-10-13,Macho,Patitas Felices
A684110,,Gato,Domestic Shorthair Mix,2014-07-19,Macho,Patitas Felices
A000928,Guillermina,Gato,Bengalí,2020-12-16,Macho,Patitas Felices
A000730,Jazmin,Gato,Siamés,2025-01-14,Hembra,Patitas Felices
A000102,Maria Emilia,Gato,Ragdoll,2023-04-11,Macho,Patitas Felices
A000464,Delfina,Gato,Maine Coon,2025-12-08,Macho,Patitas Felices
A691626,Raja,Gato,Domestic Shorthair Mix,2014-11-07,Macho,Patitas Felices
A000101,Jazmin,Gato,Siamés,2026-05-30,Macho,Patitas Felices
A000728,Paulina,Gato,Mestizo,2024-12-25,Hembra,Patitas Felices
A000727,Felipe,Gato,Ragdoll,2022-04-10,Hembra,Patitas Felices
A000724,Juan Ignacio,Gato,Persa,2026-02-06,Macho,Patitas Felices
A000318,Tiziano Benjamin,Gato,Maine Coon,2026-03-28,Macho,Patitas Felices
A000722,Isabella,Gato,Bengalí,2024-06-10,Macho,Patitas Felices
A000447,Francesco,Gato,Mestizo,2025-06-09,Hembra,Patitas Felices
A000207,Alma Mia,Gato,Doméstico de pelo corto,2016-06-13,Hembra,Patitas Felices
A000443,Juana,Gato,Mestizo,2025-12-23,Macho,Patitas Felices
A000444,Lorenzo,Gato,Persa,2025-04-17,Hembra,Patitas Felices
A677633,,Gato,Domestic Shorthair Mix,2014-04-27,Desconocido,Patitas Felices
A000208,Martina,Gato,Doméstico de pelo corto,2023-05-20,Hembra,Patitas Felices
A000921,Thiago Benjamin,Gato,Siamés,2026-02-07,Hembra,Patitas Felices
A000855,Olivia,Gato,Siamés,2025-04-27,Macho,Patitas Felices
A000738,Sara,Gato,Maine Coon,2025-07-02,Macho,Patitas Felices
A000456,Giuliana,Gato,Maine Coon,2026-03-03,Macho,Patitas Felices
A686063,,Gato,Domestic Medium Hair Mix,2014-08-16,Macho,Patitas Felices
A675014,,Other,Bat,2014-03-21,Desconocido,Patitas Felices
A693700,,Other,Squirrel Mix,2014-12-13,Desconocido,Patitas Felices
A688771,,Other,Bat Mix,2014-09-23,Desconocido,Patitas Felices
A693212,,Other,Bat Mix,2014-12-05,Desconocido,Patitas Felices
A669134,,Other,Raccoon Mix,2013-12-15,Desconocido,Patitas Felices
A683068,,Other,Bat,2014-07-07,Desconocido,Patitas Felices
A677948,,Other,Raccoon Mix,2014-05-01,Desconocido,Patitas Felices
A673022,,Other,Bat,2014-02-19,Desconocido,Patitas Felices
A679444,,Other,Raccoon Mix,2014-05-21,Desconocido,Patitas Felices
A677021,,Other,Raccoon,2014-04-18,Macho,Patitas Felices
A673922,,Other,Bat Mix,2014-03-05,Desconocido,Patitas Felices
A675190,,Other,Opossum Mix,2014-03-24,Desconocido,Patitas Felices
A673768,Toto,Other,Rat,2014-03-02,Macho,Patitas Felices
A674361,,Other,Bat Mix,2014-03-16,Desconocido,Patitas Felices
A673142,,Other,Rat,2014-02-19,Macho,Patitas Felices
A664929,,Other,Bat Mix,2013-10-11,Desconocido,Patitas Felices
A685620,,Other,Bat,2014-08-11,Desconocido,Patitas Felices
A664786,,Other,Bat Mix,2013-10-10,Desconocido,Patitas Felices
A667321,,Other,Fox Mix,2013-11-16,Desconocido,Patitas Felices
A681995,,Other,Raccoon,2014-06-22,Desconocido,Patitas Felices
A673425,,Other,Raccoon Mix,2014-02-28,Desconocido,Patitas Felices
A677138,,Other,Raccoon,2014-04-20,Desconocido,Patitas Felices
A668962,Finch,Other,Bat Mix,2013-12-12,Desconocido,Patitas Felices
A678645,,Other,Raccoon Mix,2014-05-13,Desconocido,Patitas Felices
A675464,,Other,Opossum Mix,2014-04-12,Macho,Patitas Felices
A676862,,Other,Raccoon,2014-04-16,Desconocido,Patitas Felices
A665902,,Other,Raccoon Mix,2013-10-24,Desconocido,Patitas Felices
A682646,,Other,Bat Mix,2014-07-01,Desconocido,Patitas Felices
A000183,Carmela,Perro,Mestizo,2024-07-20,Hembra,Patitas Felices
A000894,Thiago Valentin,Perro,Golden Retriever,2025-03-17,Hembra,Patitas Felices
A000216,Ian Ezequiel,Perro,Golden Retriever,2020-04-27,Hembra,Patitas Felices
A685249,Booger,Perro,Catahoula/Labrador Retriever,2014-08-04,Macho,Patitas Felices
A000149,Lautaro Benjamin,Perro,Bulldog,2018-07-01,Macho,Patitas Felices
A000192,Malena,Perro,Labrador,2025-02-12,Hembra,Patitas Felices
A000186,Lola,Perro,Pastor Alemán,2024-05-28,Hembra,Patitas Felices
A000162,Helena,Perro,Golden Retriever,2020-09-25,Hembra,Patitas Felices
A000155,Emilia,Perro,Pastor Alemán,2023-10-24,Hembra,Patitas Felices
A000163,Juan Ignacio,Perro,Mestizo,2026-02-26,Hembra,Patitas Felices
A000181,Valentino,Perro,Chihuahua,2026-02-28,Hembra,Patitas Felices
A000898,Federico,Perro,Poodle,2024-02-03,Hembra,Patitas Felices
A680527,Shadow,Perro,Labrador Retriever Mix,2014-07-02,Macho,Patitas Felices
A000171,Juan Pablo,Perro,Mestizo,2023-09-21,Macho,Patitas Felices
A000170,Nahiara Jazmin,Perro,Labrador,2024-05-08,Macho,Patitas Felices
A000888,Benjamin,Perro,Beagle,2023-05-03,Macho,Patitas Felices
A000228,Valentin,Perro,Beagle,2026-04-23,Macho,Patitas Felices
A000257,Luciana,Perro,Mestizo,2020-08-22,Macho,Patitas Felices
A000289,Benjamin,Perro,Golden Retriever,2025-10-13,Hembra,Patitas Felices
A000842,Lautaro,Perro,Pastor Alemán,2020-09-14,Hembra,Patitas Felices
A000286,Julieta,Perro,Beagle,2022-08-12,Hembra,Patitas Felices
A000279,Felipe,Perro,Beagle,2026-03-01,Macho,Patitas Felices
A000846,Ezequiel,Perro,Mestizo,2025-07-01,Macho,Patitas Felices
A000274,Franco,Perro,Labrador,2025-10-14,Hembra,Patitas Felices
A000272,Juan Ignacio,Perro,Mestizo,2025-09-25,Hembra,Patitas Felices
A000851,Valentin,Perro,Bulldog,2024-11-11,Hembra,Patitas Felices
A684041,Bree,Perro,Labrador Retriever Mix,2014-09-03,Macho,Patitas Felices
A000267,Milo,Perro,Beagle,2026-05-24,Hembra,Patitas Felices
A677844,Astro,Perro,Dachshund/Chihuahua Shorthair,2014-07-13,Macho,Patitas Felices
A000856,Mia Jazmin,Perro,Poodle,2023-12-12,Macho,Patitas Felices
A000857,Camilo,Perro,Bulldog,2024-12-02,Hembra,Patitas Felices
A000250,Matilda,Perro,Beagle,2022-03-27,Hembra,Patitas Felices
A000241,Felipe,Perro,Chihuahua,2025-03-11,Hembra,Patitas Felices
A000865,Pedro,Perro,Golden Retriever,2016-04-04,Macho,Patitas Felices
A667284,,Perro,Pit Bull Mix,2013-11-23,Macho,Patitas Felices
A000226,Facundo,Perro,Beagle,2021-07-30,Hembra,Patitas Felices
A000223,Valentina ,Perro,Golden Retriever,2025-08-23,Hembra,Patitas Felices
A000871,Santino,Perro,Labrador,2026-04-23,Macho,Patitas Felices
A000974,Guillermina,Perro,Bulldog,2023-12-02,Hembra,Patitas Felices
A000071,Emma,Perro,Mestizo,2026-02-18,Macho,Patitas Felices
A000065,Lucas,Perro,Poodle,2020-09-23,Macho,Patitas Felices
A000062,Santino Nicolas,Perro,Pastor Alemán,2025-05-23,Macho,Patitas Felices
A000060,Ian Benjamin,Perro,Chihuahua,2024-06-22,Macho,Patitas Felices
A000958,Benjamin,Perro,Beagle,2020-06-25,Macho,Patitas Felices
A000056,Uma ,Perro,Beagle,2024-09-14,Macho,Patitas Felices
A000055,Santino,Perro,Chihuahua,2023-06-16,Macho,Patitas Felices
A000052,Pilar,Perro,Bulldog,2022-12-10,Macho,Patitas Felices
A665376,,Perro,Chihuahua Shorthair Mix,2013-10-20,Macho,Patitas Felices
A000040,Olivia,Perro,Beagle,2025-01-31,Macho,Patitas Felices
A000072,Luana,Perro,Golden Retriever,2024-12-08,Macho,Patitas Felices
A000036,Lorenzo,Perro,Labrador,2019-04-25,Macho,Patitas Felices
A000035,Santino,Perro,Bulldog,2022-01-02,Hembra,Patitas Felices
A000025,Emilia,Perro,Labrador,2024-05-06,Macho,Patitas Felices
A000023,Guadalupe,Perro,Poodle,2026-03-27,Macho,Patitas Felices
A000984,Lautaro,Perro,Bulldog,2026-01-28,Macho,Patitas Felices
A000013,Antonella,Perro,Labrador,2026-05-07,Hembra,Patitas Felices
A669195,Mimi,Perro,Boxer/Doberman Pinsch,2013-12-16,Macho,Patitas Felices
A000993,Zoe,Perro,Bulldog,2024-08-08,Macho,Patitas Felices
A552202,Delores,Perro,Pit Bull Mix,2014-11-30,Macho,Patitas Felices
A664042,,Perro,Chow Chow Mix,2013-10-02,Macho,Patitas Felices
A000110,Nahiara Jazmin,Perro,Chihuahua,2019-03-02,Hembra,Patitas Felices
A000145,Thiago Ezequiel,Perro,Beagle,2025-02-01,Macho,Patitas Felices
A000138,Juan Ignacio,Perro,Golden Retriever,2024-05-10,Macho,Patitas Felices
A000137,Mateo,Perro,Beagle,2025-01-07,Macho,Patitas Felices
A000912,Sofia,Perro,Beagle,2025-02-08,Macho,Patitas Felices
A000833,Felipe,Perro,Pastor Alemán,2019-06-04,Macho,Patitas Felices
A000920,Alma,Perro,Bulldog,2020-12-03,Hembra,Patitas Felices
A000132,Benjamin,Perro,Bulldog,2025-02-27,Hembra,Patitas Felices
A000130,Milena,Perro,Poodle,2023-09-21,Hembra,Patitas Felices
A000923,Alexander,Perro,Pastor Alemán,2019-04-23,Hembra,Patitas Felices
A000123,Ignacio,Perro,Chihuahua,2022-02-07,Macho,Patitas Felices
A000905,Uma,Perro,Pastor Alemán,2022-05-25,Hembra,Patitas Felices
A000104,Santino,Perro,Labrador,2023-08-02,Macho,Patitas Felices
A000103,Agustín,Perro,Chihuahua,2025-07-12,Macho,Patitas Felices
A000100,Santino,Perro,Golden Retriever,2023-08-31,Hembra,Patitas Felices
A000935,Thiago Benjamin,Perro,Pastor Alemán,2024-11-07,Macho,Patitas Felices
A000937,Facundo,Perro,Chihuahua,2018-08-31,Hembra,Patitas Felices
A000096,Agustín,Perro,Golden Retriever,2025-11-20,Hembra,Patitas Felices
A000092,Francisco,Perro,Pastor Alemán,2026-03-27,Macho,Patitas Felices
A000943,Luciano Benjamin,Perro,Labrador,2025-06-01,Macho,Patitas Felices
A000086,Francisco,Perro,Beagle,2025-01-21,Macho,Patitas Felices
A689821,Cookie,Perro,Pit Bull Mix,2014-12-23,Macho,Patitas Felices
A000692,Máximo,Perro,Beagle,2025-08-13,Macho,Patitas Felices
A000694,Mateo,Perro,Mestizo,2024-04-20,Hembra,Patitas Felices
A000697,Samuel,Perro,Poodle,2020-05-22,Hembra,Patitas Felices
A000701,Alma Mia,Perro,Golden Retriever,2024-01-03,Hembra,Patitas Felices
A000548,Milagros,Perro,Pastor Alemán,2024-11-07,Macho,Patitas Felices
A000544,Juan Ignacio,Perro,Beagle,2022-08-21,Macho,Patitas Felices
A000541,Bruno,Perro,Mestizo,2025-03-28,Hembra,Patitas Felices
A000710,Emilia,Perro,Labrador,2024-05-19,Macho,Patitas Felices
A000511,Santiago,Perro,Labrador,2025-04-09,Hembra,Patitas Felices
A000720,Alma Mia,Perro,Mestizo,2025-02-21,Macho,Patitas Felices
A000501,Sofia,Perro,Mestizo,2022-04-02,Hembra,Patitas Felices
A000554,Valentino,Perro,Bulldog,2026-03-29,Macho,Patitas Felices
A688287,,Perro,Chihuahua Longhair Mix,2014-09-17,Macho,Patitas Felices
A000490,Benjamin,Perro,Bulldog,2025-05-28,Hembra,Patitas Felices
A000486,Lucas Ezequiel,Perro,Pastor Alemán,2019-11-06,Hembra,Patitas Felices
A000479,Valentina ,Perro,Beagle,2026-04-17,Hembra,Patitas Felices
A000731,Valentino,Perro,Pastor Alemán,2021-11-15,Macho,Patitas Felices
A000469,Lucas,Perro,Labrador,2024-04-18,Hembra,Patitas Felices
A000465,Salvador,Perro,Labrador,2024-11-15,Hembra,Patitas Felices
A000463,Sofia,Perro,Labrador,2019-11-08,Macho,Patitas Felices
A000460,Lautaro Gabriel,Perro,Poodle,2024-06-01,Hembra,Patitas Felices
A000455,Zoe Jazmin,Perro,Pastor Alemán,2025-01-15,Hembra,Patitas Felices
A000586,Lara,Perro,Poodle,2024-12-17,Hembra,Patitas Felices
A000639,Thiago,Perro,Beagle,2025-02-17,Macho,Patitas Felices
A000655,Martina,Perro,Beagle,2026-04-25,Hembra,Patitas Felices
A000637,Alma Valentina,Perro,Labrador,2023-08-12,Hembra,Patitas Felices
A000631,Thiago Nicolas,Perro,Chihuahua,2021-06-09,Macho,Patitas Felices
A000660,Santiago,Perro,Pastor Alemán,2023-04-14,Macho,Patitas Felices
A585940,Brolli,Perro,Pit Bull,2013-11-21,Macho,Patitas Felices
A000627,Francisca,Perro,Labrador,2025-05-04,Hembra,Patitas Felices
A000665,Mia Morena,Perro,Golden Retriever,2025-09-09,Hembra,Patitas Felices
A000624,Augusto,Perro,Bulldog,2024-11-10,Macho,Patitas Felices
A000616,Emilia,Perro,Mestizo,2024-08-22,Macho,Patitas Felices
A000607,Antonia,Perro,Golden Retriever,2026-02-24,Hembra,Patitas Felices
A000442,Josefina,Perro,Poodle,2021-02-27,Macho,Patitas Felices
A000584,Valentino,Perro,Golden Retriever,2021-09-03,Hembra,Patitas Felices
A000583,Sofia,Perro,Chihuahua,2024-10-14,Hembra,Patitas Felices
A000577,Santiago,Perro,Beagle,2018-12-25,Hembra,Patitas Felices
A000576,Sofia,Perro,Golden Retriever,2024-02-22,Hembra,Patitas Felices
A000570,Juan Ignacio,Perro,Poodle,2026-05-16,Hembra,Patitas Felices
A000569,Maria Guadalupe,Perro,Beagle,2022-09-04,Hembra,Patitas Felices
A000560,Santiago,Perro,Golden Retriever,2019-02-06,Macho,Patitas Felices
A000688,Luciano,Perro,Poodle,2025-12-27,Hembra,Patitas Felices
A000689,Benjamin,Perro,Mestizo,2025-11-19,Macho,Patitas Felices
A693991,Oso,Perro,Labrador Retriever/German Shepherd,2016-01-16,Macho,Patitas Felices
A000819,Emma,Perro,Bulldog,2022-01-07,Hembra,Patitas Felices
A000358,Thiago Agustin,Perro,Labrador,2026-03-04,Macho,Patitas Felices
A000352,Martina,Perro,Pastor Alemán,2026-02-07,Hembra,Patitas Felices
A000797,Abril,Perro,Bulldog,2025-09-22,Hembra,Patitas Felices
A000799,Dylan,Perro,Poodle,2024-11-04,Macho,Patitas Felices
A000351,Facundo,Perro,Golden Retriever,2026-05-09,Macho,Patitas Felices
A000350,Sofia,Perro,Golden Retriever,2026-01-27,Macho,Patitas Felices
A000340,Francisco,Perro,Mestizo,2024-03-25,Macho,Patitas Felices
A000337,Tobias,Perro,Poodle,2026-05-11,Macho,Patitas Felices
A669640,Sissy,Perro,Australian Kelpie Mix,2014-08-08,Macho,Patitas Felices
A000321,Felipe,Perro,Poodle,2025-10-27,Macho,Patitas Felices
A000320,Paulina,Perro,Mestizo,2026-01-10,Hembra,Patitas Felices
A000359,Simon,Perro,Beagle,2018-11-09,Macho,Patitas Felices
A000319,Thiago Joaquin,Perro,Labrador,2025-05-24,Macho,Patitas Felices
A000315,Santino,Perro,Golden Retriever,2026-05-23,Macho,Patitas Felices
A000311,Sofía,Perro,Poodle,2024-07-08,Hembra,Patitas Felices
A000825,Guillermina,Perro,Mestizo,2026-03-23,Hembra,Patitas Felices
A000305,Giovanni,Perro,Poodle,2023-12-28,Hembra,Patitas Felices
A000828,Giuliana,Perro,Labrador,2023-08-29,Macho,Patitas Felices
A666253,Sybil,Perro,Labrador Retriever Mix,2013-11-10,Macho,Patitas Felices
A000645,Thiago Lionel,Perro,Golden Retriever,2025-09-16,Hembra,Patitas Felices
A000296,Ciro,Perro,Beagle,2026-02-06,Macho,Patitas Felices
A000838,Juan Ignacio,Perro,Bulldog,2025-12-16,Hembra,Patitas Felices
A000768,Ian Benjamin,Perro,Chihuahua,2023-09-18,Hembra,Patitas Felices
A000740,Ivan,Perro,Labrador,2026-02-11,Macho,Patitas Felices
A000439,Joaquin,Perro,Labrador,2019-07-27,Hembra,Patitas Felices
A000742,Juan Martin,Perro,Beagle,2026-01-12,Macho,Patitas Felices
A000436,Santino,Perro,Chihuahua,2017-09-03,Hembra,Patitas Felices
A562649,,Perro,Border Collie Mix,2014-03-20,Macho,Patitas Felices
A000748,Morena Jazmin,Perro,Labrador,2023-02-17,Macho,Patitas Felices
A000417,Paulina,Perro,Chihuahua,2023-08-30,Hembra,Patitas Felices
A000401,Francisca,Perro,Labrador,2023-05-16,Macho,Patitas Felices
A000394,Valentino,Perro,Chihuahua,2024-07-26,Macho,Patitas Felices
A000766,Mateo,Perro,Golden Retriever,2023-12-10,Macho,Patitas Felices
A000293,Lucía,Perro,Pastor Alemán,2025-10-02,Macho,Patitas Felices
A000392,Maria Luz,Perro,Beagle,2026-05-27,Hembra,Patitas Felices
A000388,Francesca,Perro,Beagle,2023-05-05,Macho,Patitas Felices
A000384,Sofia,Perro,Labrador,2024-09-16,Macho,Patitas Felices
A000776,Josefina,Perro,Poodle,2020-07-26,Macho,Patitas Felices
A000383,Sebastian,Perro,Pastor Alemán,2025-04-04,Macho,Patitas Felices
A668421,Babaloo,Perro,American Bulldog Mix,2013-12-11,Macho,Patitas Felices
A000779,Alma Mia,Perro,Beagle,2026-02-24,Macho,Patitas Felices
A000378,Maria Luz,Perro,Pastor Alemán,2022-11-18,Macho,Patitas Felices
A000366,Renata,Perro,Mestizo,2017-02-03,Hembra,Patitas Felices
A000364,Alma,Perro,Poodle,2022-05-23,Macho,Patitas Felices
