animal_id,nombre,tipo,raza,fecha_ingreso,sexo,refugio
A000562,Mateo Benjamin,Gato,Maine Coon,2025-10-15,Macho,Patitas Felices
A000547,Pilar,Gato,Ragdoll,2023-06-10,Hembra,Patitas Felices
A000545,Augusto,Gato,Maine Coon,2022-12-09,Hembra,Patitas Felices
A000425,Camila,Gato,Siamés,2026-04-10,Hembra,Patitas Felices
A000436,Santiago,Gato,Doméstico de pelo corto,2025-10-21,Hembra,Patitas Felices
A000874,Paloma,Perro,Chihuahua,2026-05-15,Macho,Patitas Felices
A000133,Benicio,Perro,Chihuahua,2019-04-01,Hembra,Patitas Felices
A000875,Agustina,Perro,Beagle,2025-12-25,Hembra,Patitas Felices
A000001,Alfonsina,Perro,Beagle,2023-12-01,Macho,Patitas Felices
A000131,Martina,Perro,Bulldog,2025-03-05,Hembra,Patitas Felices
A000872,Sofia,Perro,Poodle,2025-06-03,Hembra,Patitas Felices
A000187,Agustin,Perro,Bulldog,2019-01-10,Macho,Patitas Felices
A000571,Benjamin,Perro,Golden Retriever,2025-11-01,Hembra,Patitas Felices
A000983,Delfina,Perro,Golden Retriever,2024-11-04,Hembra,Patitas Felices
A000144,Lucas Benjamin,Perro,Bulldog,2023-04-05,Macho,Patitas Felices
A000155,Felipe,Perro,Beagle,2022-10-18,Hembra,Patitas Felices
A000211,Juan Bautista,Perro,Labrador,2020-01-04,Hembra,Patitas Felices
A000156,Guadalupe,Perro,Bulldog,2026-04-29,Macho,Patitas Felices
A000995,Thiago,Perro,Bulldog,2025-05-16,Hembra,Patitas Felices
A000161,Santiago Nicolas,Perro,Labrador,2024-03-01,Hembra,Patitas Felices
A000002,Emilia,Perro,Golden Retriever,2025-01-18,Hembra,Patitas Felices
A000162,Delfina,Perro,Chihuahua,2026-05-09,Macho,Patitas Felices
A000165,Thiago,Perro,Golden Retriever,2021-08-06,Macho,Patitas Felices
A000167,Federico,Perro,Bulldog,2023-04-25,Hembra,Patitas Felices
A000169,Josefina,Perro,Beagle,2026-05-25,Hembra,Patitas Felices
A000977,Victoria,Perro,Chihuahua,2025-04-30,Hembra,Patitas Felices
A000846,Santiago Benjamin,Perro,Golden Retriever,2020-06-15,Macho,Patitas Felices
A000179,Ian Benjamin,Perro,Mestizo,2021-04-26,Macho,Patitas Felices
A000182,Joaquin,Perro,Mestizo,2024-09-12,Hembra,Patitas Felices
A000003,Camila,Perro,Poodle,2024-12-07,Hembra,Patitas Felices
A000843,Ana Paula,Perro,Pastor Alemán,2022-12-04,Macho,Patitas Felices
A000014,Guadalupe,Perro,Chihuahua,2026-03-30,Macho,Patitas Felices
A000057,Facundo,Perro,Poodle,2022-11-13,Hembra,Patitas Felices
A000079,Matias,Perro,Poodle,2025-12-20,Hembra,Patitas Felices
A000969,Thiago Leonel,Perro,Pastor Alemán,2023-09-18,Macho,Patitas Felices
A000926,Dylan,Perro,Labrador,2025-01-18,Hembra,Patitas Felices
A000076,Benicio,Perro,Labrador,2025-12-22,Macho,Patitas Felices
A000071,Renata,Perro,Labrador,2025-12-10,Hembra,Patitas Felices
A000045,Dylan Benjamin,Perro,Labrador,2025-11-01,Macho,Patitas Felices
A000069,Lautaro Benjamin,Perro,Bulldog,2020-08-12,Macho,Patitas Felices
A000965,Lisandro,Perro,Bulldog,2025-10-11,Macho,Patitas Felices
A000081,Abigail,Perro,Chihuahua,2020-12-02,Hembra,Patitas Felices
A000939,Luz Maria,Perro,Beagle,2022-10-05,Macho,Patitas Felices
A000940,Sofía,Perro,Chihuahua,2024-04-20,Macho,Patitas Felices
A000049,Lara,Perro,Golden Retriever,2026-02-01,Macho,Patitas Felices
A000054,Zoe Jazmin,Perro,Pastor Alemán,2024-01-05,Macho,Patitas Felices
A000053,Jazmin,Perro,Poodle,2024-10-04,Macho,Patitas Felices
A000962,Juana,Perro,Beagle,2025-10-11,Macho,Patitas Felices
A000051,Benicio,Perro,Chihuahua,2022-12-31,Macho,Patitas Felices
A000961,Guadalupe,Perro,Beagle,2025-06-12,Macho,Patitas Felices
A000900,Joaquina,Perro,Poodle,2025-03-25,Macho,Patitas Felices
A000025,Thiago Ezequiel,Perro,Mestizo,2021-03-31,Macho,Patitas Felices
A000884,Tiziano Benjamin,Perro,Golden Retriever,2020-04-18,Hembra,Patitas Felices
A000032,Morena Jazmin,Perro,Mestizo,2018-05-02,Hembra,Patitas Felices
A000035,Facundo,Perro,Pastor Alemán,2022-07-29,Hembra,Patitas Felices
A000039,Sofia,Perro,Pastor Alemán,2026-02-08,Macho,Patitas Felices
A000117,Luisana,Perro,Poodle,2023-06-13,Macho,Patitas Felices
A000114,Martina,Perro,Chihuahua,2025-01-19,Macho,Patitas Felices
A000112,Rafael,Perro,Bulldog,2023-09-04,Macho,Patitas Felices
A000127,Julieta,Perro,Beagle,2021-12-15,Macho,Patitas Felices
A000903,Malena,Perro,Pastor Alemán,2024-12-08,Macho,Patitas Felices
A000109,Salvador,Perro,Labrador,2023-08-08,Hembra,Patitas Felices
A000102,Simon,Perro,Golden Retriever,2022-12-03,Hembra,Patitas Felices
A000910,Milo,Perro,Chihuahua,2025-12-16,Macho,Patitas Felices
A000042,Justina,Perro,Labrador,2025-11-13,Macho,Patitas Felices
A000972,Pedro,Perro,Poodle,2025-09-01,Macho,Patitas Felices
A000918,Sebastian,Perro,Mestizo,2024-07-29,Macho,Patitas Felices
A000919,Sofia,Perro,Bulldog,2026-05-08,Hembra,Patitas Felices
A000401,Juan Martin,Perro,Labrador,2023-10-23,Hembra,Patitas Felices
A000656,Paulina,Perro,Labrador,2021-09-01,Macho,Patitas Felices
A000428,Benjamin,Perro,Labrador,2024-07-21,Hembra,Patitas Felices
A000677,Clara,Perro,Golden Retriever,2026-04-20,Macho,Patitas Felices
A000420,Florencia,Perro,Beagle,2025-03-02,Macho,Patitas Felices
A000680,Felipe,Perro,Bulldog,2023-12-27,Macho,Patitas Felices
A000681,Maria Victoria,Perro,Labrador,2025-07-07,Hembra,Patitas Felices
A000682,Felipe,Perro,Poodle,2024-01-23,Hembra,Patitas Felices
A000687,Vicente,Perro,Labrador,2025-12-08,Macho,Patitas Felices
A000688,Santino,Perro,Golden Retriever,2021-04-24,Macho,Patitas Felices
A000408,Agostina,Perro,Mestizo,2023-10-09,Macho,Patitas Felices
A000405,Felipe,Perro,Beagle,2025-03-20,Hembra,Patitas Felices
A000433,Isabella,Perro,Chihuahua,2020-12-16,Macho,Patitas Felices
A000700,Matias,Perro,Beagle,2020-05-14,Hembra,Patitas Felices
A000702,Maria Guadalupe,Perro,Pastor Alemán,2024-09-05,Macho,Patitas Felices
A000704,Lola,Perro,Poodle,2023-12-17,Hembra,Patitas Felices
A000393,Lorenzo,Perro,Beagle,2022-02-08,Macho,Patitas Felices
A000391,Lucía,Perro,Labrador,2025-05-16,Hembra,Patitas Felices
A000375,Sofia,Perro,Labrador,2025-10-09,Hembra,Patitas Felices
A000374,Sofia,Perro,Beagle,2025-08-23,Hembra,Patitas Felices
A000718,Simon,Perro,Labrador,2023-08-08,Macho,Patitas Felices
A000721,Maximo,Perro,Mestizo,2019-03-11,Macho,Patitas Felices
A000723,Camilo,Perro,Chihuahua,2020-11-15,Hembra,Patitas Felices
A000620,Bruno,Perro,Labrador,2025-12-03,Macho,Patitas Felices
A000558,Valentina,Perro,Golden Retriever,2021-09-04,Hembra,Patitas Felices
A000556,Juan Pablo,Perro,Beagle,2024-02-11,Macho,Patitas Felices
A000548,Lautaro,Perro,Poodle,2018-06-14,Hembra,Patitas Felices
A000594,Constanza,Perro,Poodle,2019-01-27,Macho,Patitas Felices
A000599,Facundo,Perro,Chihuahua,2025-11-04,Macho,Patitas Felices
A000602,Miguel Angel,Perro,Labrador,2026-05-29,Hembra,Patitas Felices
A000530,Simon,Perro,Mestizo,2025-09-20,Hembra,Patitas Felices
A000517,Benjamin,Perro,Mestizo,2025-03-31,Macho,Patitas Felices
A000612,Emilia,Perro,Labrador,2026-05-13,Hembra,Patitas Felices
A000615,Uma,Perro,Labrador,2025-05-11,Hembra,Patitas Felices
A000369,Catalina,Perro,Bulldog,2020-08-20,Hembra,Patitas Felices
A000501,Juan Martin,Perro,Pastor Alemán,2026-01-09,Hembra,Patitas Felices
A000485,Salvador,Perro,Bulldog,2026-05-13,Hembra,Patitas Felices
A000474,Felipe,Perro,Beagle,2026-03-30,Hembra,Patitas Felices
A000629,Benicio,Perro,Labrador,2024-11-10,Hembra,Patitas Felices
A000467,Joaquina,Perro,Beagle,2018-08-01,Macho,Patitas Felices
A000459,Lara,Perro,Bulldog,2021-12-31,Hembra,Patitas Felices
A000640,Gonzalo,Perro,Mestizo,2023-09-19,Macho,Patitas Felices
A000442,Luciana,Perro,Bulldog,2026-02-26,Macho,Patitas Felices
A000648,Matias,Perro,Poodle,2024-05-22,Hembra,Patitas Felices
A000437,Catalina,Perro,Labrador,2025-11-24,Macho,Patitas Felices
A000270,Lautaro Benjamin,Perro,Poodle,2025-05-15,Hembra,Patitas Felices
A000763,Benjamin,Perro,Bulldog,2024-08-29,Hembra,Patitas Felices
A000296,Tomàs,Perro,Chihuahua,2025-06-14,Macho,Patitas Felices
A000294,Felipe,Perro,Mestizo,2020-12-28,Hembra,Patitas Felices
A000288,Tomàs,Perro,Bulldog,2022-10-20,Hembra,Patitas Felices
A000769,Catalina,Perro,Mestizo,2026-02-14,Macho,Patitas Felices
A000770,Luca,Perro,Mestizo,2021-11-01,Macho,Patitas Felices
A000281,Bruno,Perro,Chihuahua,2019-07-03,Macho,Patitas Felices
A000276,Maximo,Perro,Mestizo,2021-01-24,Macho,Patitas Felices
A000777,Benjamin,Perro,Golden Retriever,2026-03-05,Hembra,Patitas Felices
A000787,Lucio,Perro,Bulldog,2022-11-20,Hembra,Patitas Felices
A000789,Facundo,Perro,Poodle,2025-06-03,Macho,Patitas Felices
A000298,Valentina,Perro,Chihuahua,2026-02-25,Macho,Patitas Felices
A000794,Lautaro Benjamin,Perro,Beagle,2025-11-22,Hembra,Patitas Felices
A000269,Martina,Perro,Mestizo,2020-09-04,Macho,Patitas Felices
A000256,Mia Valentina,Perro,Bulldog,2021-07-26,Macho,Patitas Felices
A000801,Alfonsina,Perro,Poodle,2025-09-29,Hembra,Patitas Felices
A000250,León,Perro,Chihuahua,2026-04-05,Hembra,Patitas Felices
A000806,Luciano,Perro,Pastor Alemán,2024-07-17,Macho,Patitas Felices
A000808,Josefina,Perro,Mestizo,2024-11-07,Macho,Patitas Felices
A000249,Victoria,Perro,Golden Retriever,2022-08-17,Macho,Patitas Felices
A000234,Benjamin,Perro,Poodle,2023-12-07,Macho,Patitas Felices
A000213,Isabella,Perro,Mestizo,2025-03-14,Macho,Patitas Felices
A000339,Martina,Perro,Chihuahua,2026-02-17,Macho,Patitas Felices
A000368,Emma,Perro,Mestizo,2016-12-31,Macho,Patitas Felices
A000727,Simon,Perro,Golden Retriever,2026-05-24,Macho,Patitas Felices
A000728,Julian,Perro,Bulldog,2023-09-03,Macho,Patitas Felices
A000733,Salvador,Perro,Bulldog,2025-11-22,Hembra,Patitas Felices
A000357,Morena,Perro,Chihuahua,2018-10-17,Macho,Patitas Felices
A000735,Santino Ezequiel,Perro,Golden Retriever,2021-04-16,Hembra,Patitas Felices
A000355,Lorenzo,Perro,Bulldog,2025-08-27,Macho,Patitas Felices
A000738,Genaro,Perro,Pastor Alemán,2021-11-07,Macho,Patitas Felices
A000348,Mia Morena,Perro,Beagle,2021-04-03,Macho,Patitas Felices
A000340,Sofia Belen,Perro,Chihuahua,2025-04-19,Hembra,Patitas Felices
A000825,Santino Nicolas,Perro,Chihuahua,2021-07-26,Macho,Patitas Felices
A000744,Tomàs,Perro,Pastor Alemán,2026-03-08,Macho,Patitas Felices
A000331,Bautista,Perro,Pastor Alemán,2025-02-20,Macho,Patitas Felices
A000323,Mateo,Perro,Labrador,2024-09-02,Hembra,Patitas Felices
A000320,Valentino,Perro,Golden Retriever,2022-05-20,Hembra,Patitas Felices
A000753,Geronimo,Perro,Bulldog,2018-05-22,Macho,Patitas Felices
A000755,Morena,Perro,Beagle,2024-05-12,Macho,Patitas Felices
A000756,Mateo Benjamin,Perro,Chihuahua,2024-03-07,Macho,Patitas Felices
A000315,Martina,Perro,Bulldog,2022-12-12,Macho,Patitas Felices
A000311,Franco,Perro,Golden Retriever,2025-11-01,Hembra,Patitas Felices
A000761,Milagros,Perro,Labrador,2024-03-28,Hembra,Patitas Felices
